batch_size,input_length,embedding_layer,block_0_ln_1,block_0_attn,block_0_ln_2,block_0_mlp,block_1_ln_1,block_1_attn,block_1_ln_2,block_1_mlp,block_2_ln_1,block_2_attn,block_2_ln_2,block_2_mlp,block_3_ln_1,block_3_attn,block_3_ln_2,block_3_mlp,block_4_ln_1,block_4_attn,block_4_ln_2,block_4_mlp,block_5_ln_1,block_5_attn,block_5_ln_2,block_5_mlp,block_6_ln_1,block_6_attn,block_6_ln_2,block_6_mlp,block_7_ln_1,block_7_attn,block_7_ln_2,block_7_mlp,block_8_ln_1,block_8_attn,block_8_ln_2,block_8_mlp,block_9_ln_1,block_9_attn,block_9_ln_2,block_9_mlp,block_10_ln_1,block_10_attn,block_10_ln_2,block_10_mlp,block_11_ln_1,block_11_attn,block_11_ln_2,block_11_mlp,FC_layer
3,663,15395840,6682624,116693504,7057408,129245184,7057408,117817856,6126592,128314368,7057408,113163776,6126592,128314368,6126592,113163776,6126592,128314368,6126592,113163776,6126592,128314368,6126592,113526272,6489088,129220608,6126592,114795008,6489088,129220608,6126592,116788736,6489088,129220608,7032832,116788736,6489088,129220608,7032832,116788736,6489088,129220608,7032832,116788736,6489088,129220608,7032832,115338752,6489088,128314368,6126592
3,194,4179968,2102272,21864960,2102272,37855232,2102272,22357504,2102272,37781504,2028544,25257472,2827264,38580224,2827264,25982464,2827264,37545984,2107392,22261760,1793024,37962240,2209280,21089280,1793024,37962240,2209280,21089280,1793024,37962240,2209280,20673024,1793024,37545984,1793024,19840512,1793024,37545984,1793024,19840512,1793024,37545984,1793024,19840512,1793024,37545984,1793024,19840512,1793024,37545984,1793024
3,170,3816448,1570816,18187776,1570816,34897920,1570816,18187776,2301952,32901120,1570816,19127808,2301952,33214464,1884160,19127808,2301952,33214464,1796096,19232256,1570816,33730560,1570816,18918912,1570816,32999424,1570816,16756736,1570816,33048576,1570816,17106944,1570816,32999424,1570816,17106944,1570816,33048576,1570816,17106944,1570816,32999424,1570816,16774656,1570816,33480704,1570816,17884672,1570816,33480704,1570816
3,327,7031808,3021824,39748608,3021824,65291264,3021824,40686592,3021824,66061312,3154944,41493504,3021824,65928192,3021824,40553472,3021824,63814656,3021824,40553472,3021824,63286272,3021824,40553472,3021824,63286272,3021824,39614464,3021824,63286272,3021824,40869888,3814400,63286272,3021824,40869888,3021824,64078848,3814400,42455040,3814400,63286272,3021824,40869888,3021824,64078848,3814400,42455040,3814400,63286272,3021824
3,226,4888576,2103296,24696320,2103296,44435456,2103296,24696320,2631680,44281856,2103296,27338240,2631680,44075008,2424832,27452928,3019776,43739136,2802688,24548864,2174976,43739136,2088960,24548864,2174976,43739136,2088960,24548864,2174976,43739136,2088960,24548864,2174976,43739136,2088960,24342016,2174976,43739136,2088960,25239040,2623488,43868160,2088960,25368064,2088960,43868160,2217984,25239040,2088960,43868160,2088960
3,220,4984832,3019776,28602368,3019776,48218112,3019776,25820160,2033664,43273216,2521088,25183232,2033664,42983424,2033664,24940544,2033664,42577920,3063296,23505408,3063296,42577920,2033664,24209920,2451456,42577920,2033664,24340992,2451456,42577920,2033664,24355328,2451456,42577920,2033664,24826368,2451456,43692032,2033664,24074752,2033664,44109824,2451456,24544256,2033664,43692032,2033664,24049152,2033664,44249088,2590720
3,642,13930496,5933056,107098624,5933056,124250112,5933056,107098624,5933056,124250112,5933056,107098624,5933056,124250112,5933056,107098624,5933056,124250112,5933056,108597760,6682624,124250112,5933056,108597760,6682624,124250112,5933056,108597760,5933056,124999680,6682624,107848192,6682624,124250112,5933056,107848192,5933056,124999680,6682624,107848192,6682624,124250112,5933056,107848192,5933056,124999680,6682624,108597760,6682624,124250112,5933056
3,321,7013376,3021824,39051264,3604480,66510848,3021824,41964544,3604480,66510848,3604480,41964544,3660800,66567168,3604480,43038720,3924992,66831360,3924992,39733248,2966528,65872896,2966528,38774784,2966528,62125056,2966528,38908928,3716096,62125056,2966528,38608896,2966528,62125056,2966528,38608896,2966528,62125056,2966528,38608896,2966528,62125056,2966528,38608896,2966528,62125056,2966528,38608896,2966528,62125056,2966528
3,394,8572928,3641344,52273664,3641344,76972032,4360192,52273664,3641344,76972032,4360192,54430208,3641344,76972032,4360192,54430208,3641344,76972032,4360192,53715968,3641344,76972032,4360192,53715968,3641344,76935168,4323328,54434816,3641344,76972032,4360192,54434816,3641344,76972032,4360192,54434816,3641344,76972032,4360192,54434816,3641344,76972032,4360192,52278272,3641344,76253184,3641344,51559424,3641344,76253184,3641344
3,673,14501888,6218752,115784192,6463488,130494464,6463488,116342784,6218752,130249728,6218752,115294720,6218752,130249728,6218752,115294720,6218752,130249728,6396928,115472896,6396928,130695168,6218752,116809216,6218752,130427904,6396928,117254656,6218752,130427904,6396928,117521920,6218752,130427904,6396928,117521920,6218752,130427904,6396928,117521920,6218752,130427904,6396928,116096512,6396928,130249728,6218752,115651072,6218752,130427904,6396928
3,449,11077120,4561920,64569344,4561920,88436736,4561920,65753088,4149248,88024064,4857856,62505984,4149248,88024064,4149248,62674944,4318208,88024064,4149248,63012864,4149248,87066624,4149248,62843904,4149248,86897664,4149248,62674944,4318208,86897664,4149248,63012864,4149248,87066624,4149248,62843904,4149248,86897664,4149248,62674944,4318208,86897664,4149248,63012864,4149248,87066624,4149248,62843904,4149248,86897664,4149248
3,393,9070592,3632128,52198912,3632128,77022208,3632128,52198912,3632128,77022208,3632128,52198912,3632128,77022208,3632128,52198912,3632128,77022208,3632128,52198912,3632128,78339072,3632128,51371008,3632128,78668288,3632128,51371008,3632128,77868032,4397056,52135936,3632128,76824576,3632128,52135936,3632128,76059648,3632128,51371008,3632128,76059648,3632128,51371008,3632128,76059648,3632128,51371008,3632128,76059648,3632128
3,344,9566208,4147200,42808832,3179520,66954240,3322880,46602752,3557376,67502080,4105216,45677056,3179520,66954240,3557376,46602752,3557376,67502080,4105216,46077952,3179520,67355136,3958272,43300864,3958272,66576384,3179520,43300864,3179520,67355136,3958272,43300864,3958272,66576384,3179520,43300864,3179520,66576384,3958272,42522112,3179520,66576384,3179520,43282944,3179520,66576384,3179520,43282944,3179520,66576384,3179520
3,220,4870144,2103296,23861248,2103296,43548672,2103296,23861248,3028992,44961792,2103296,28215808,3028992,44421120,3028992,28215808,3028992,43573248,3028992,28633600,3028992,43573248,3028992,28314112,3078144,43622400,3078144,28879360,3078144,42577920,3078144,23239168,2451456,42577920,2033664,24492544,2451456,42577920,2033664,24074752,2451456,42577920,2033664,24492544,2451456,42577920,2033664,24917504,2451456,42577920,2033664
3,333,7160832,3077120,41740288,3077120,66475008,3077120,41744384,3077120,66249728,3077120,41744384,3077120,64447488,3077120,42436608,3509248,64447488,3077120,42608640,3509248,64954368,3077120,43190272,3077120,64879616,3509248,44204032,3077120,64954368,3584000,43771904,3077120,64954368,3584000,43771904,3077120,64954368,3584000,43771904,3077120,64954368,3584000,43771904,3077120,64954368,3584000,42251264,3077120,64447488,3077120
3,496,12127232,4583424,73016320,4583424,98942976,4583424,73016320,4583424,98942976,4583424,73208832,4583424,98353152,4583424,72242176,4583424,95993856,4583424,72242176,4583424,95993856,4583424,72242176,4616192,95993856,4583424,72242176,4583424,95993856,4583424,72242176,4583424,95993856,4583424,72242176,4583424,95993856,4583424,72455168,4583424,96206848,4796416,72881152,4583424,95993856,4583424,72242176,4583424,95993856,4583424
3,364,8192000,3449856,46524928,3728384,71073792,3449856,47917568,3363840,70447104,3728384,46094848,3363840,70447104,4289536,46094848,3363840,70451200,3367936,46103040,3363840,70451200,3367936,46107136,3363840,70451200,3367936,46107136,3363840,70451200,3367936,46107136,3363840,70451200,3367936,46094848,3363840,70447104,3363840,46094848,3363840,70447104,3363840,46094848,3363840,70447104,3363840,46094848,3363840,70447104,3363840
3,786,19348480,7263232,147531776,7263232,153659392,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147531776,7263232,152119296,7263232,147724288,7840768,152119296,7263232,148686848,7840768,152119296,7263232,148686848,7840768,152119296,7263232
3,265,5778432,2489344,29909504,2489344,51326976,2489344,29909504,2489344,51326976,2489344,29909504,2489344,51326976,2489344,31248384,2821120,51658752,2821120,32052224,3043840,51881472,3043840,32693760,2449408,51287040,3043840,29801472,2449408,51313664,2476032,29801472,2449408,51313664,2476032,30598144,2449408,51313664,2476032,29801472,2449408,51313664,2476032,29801472,2449408,51313664,2476032,31427584,2449408,51698688,2861056
3,498,11027456,4601856,73589760,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,98961408,4601856,73194496,4601856,96897024,4601856,72678400,4601856,96380928,4601856,72678400,4601856,96380928,4601856,72678400,4601856,96380928,4601856
3,496,11192320,4583424,73835520,4583424,96620544,5210112,75088896,5210112,95993856,4583424,74462208,4583424,96620544,5210112,75088896,5210112,95993856,4583424,74462208,4583424,96964096,5210112,76119552,5553664,96206848,4583424,74060800,4583424,95993856,4796416,73208832,4583424,95993856,4583424,73208832,4583424,95993856,4583424,73208832,4583424,95993856,4583424,73208832,4583424,95993856,4583424,73208832,4583424,95993856,4583424
3,375,9396224,4051968,52402176,4051968,77443072,4051968,53860352,4416512,77807616,4416512,54224896,4416512,76000256,4416512,49468416,3465216,72576000,3465216,49468416,3465216,72576000,3465216,49564672,3465216,72672256,3561472,48857088,3561472,72576000,3465216,48857088,3465216,72672256,3561472,48857088,3561472,72576000,3465216,48857088,3465216,72672256,3561472,48857088,3561472,72576000,3465216,48857088,3465216,72672256,3561472
3,357,8153088,3299328,46604800,3299328,69413888,4338688,45565440,3299328,69092352,3299328,45565440,3299328,69419008,3625984,45565440,3299328,69419008,3299328,45782016,3299328,69092352,3299328,44802048,3299328,69092352,3299328,44802048,3299328,69092352,3299328,44802048,3299328,69092352,3299328,44802048,3299328,69092352,3299328,44802048,3299328,69092352,3299328,44802048,3299328,69092352,3299328,44802048,3299328,69092352,3299328
3,162,3515392,1523712,16694784,1523712,34150400,1523712,16605696,1843200,31698944,1764352,18765312,2101248,31956992,2101248,19216896,2101248,33234944,2101248,16800256,1497088,33269760,2136064,16196096,1497088,33269760,2136064,16196096,1497088,32934912,1801216,17012224,1967104,33269760,1497088,17775104,1497088,33100800,1967104,16666112,1497088,33269760,1497088,16389632,1497088,32630784,1497088,17028608,1497088,32630784,1497088
3,412,9628672,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79762432,3832832,55474176,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232,54989824,3807232,79736832,3807232
3,533,12075008,5002240,80875008,5343232,103572480,5002240,84394496,5796864,104026112,5796864,81362432,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440,80491008,4925440,103154688,4925440
3,351,8151040,3429376,46141952,4147200,68967424,3806208,46852608,3244032,67931136,3244032,43743744,3244032,68714496,4027392,45310464,3244032,67931136,4027392,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,68477952,3790848,45553152,3244032,68534272,3847168,45553152,3244032,68534272,3847168,45553152,3244032,68534272,3847168,44346880,3244032,67931136,3244032
3,307,6700032,2886656,36547584,2886656,59464704,2886656,36350976,2837504,59415552,2837504,36578304,3113984,59415552,2837504,36668416,2837504,59793408,3204096,37435392,3292160,59415552,2837504,36756480,2837504,59870208,3292160,36955136,3292160,59415552,2837504,36301824,2837504,59415552,2837504,36301824,2837504,59415552,2837504,36301824,2837504,59415552,2837504,36719616,2837504,59415552,3255296,36719616,2837504,59415552,3255296
3,910,20193280,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187168256,8409088,176117760,8409088,187172352,8409088,176121856,8413184,187180544,8409088,176121856,8413184,187180544,8409088,176121856,8413184,187180544,8409088,176121856,8413184
3,718,17632256,6634496,128624640,6634496,141342720,6634496,127688704,6634496,138958848,6634496,127688704,6634496,138958848,6634496,127688704,6634496,138958848,6634496,127688704,6634496,138958848,6634496,127688704,6634496,138958848,6634496,127688704,6634496,138958848,6634496,128636928,7244800,138958848,6634496,129521664,7244800,138958848,6634496,129521664,6634496,138958848,7244800,128299008,6634496,138958848,7244800,128299008,6634496,138958848,6634496
3,283,6652928,2898944,34460672,2898944,55054336,2898944,37064704,2615296,54770688,3550208,33041408,2615296,54770688,2615296,33254400,2615296,54770688,2615296,33580032,2615296,54770688,2615296,33580032,2615296,54770688,2615296,33868800,2615296,54770688,2615296,33017856,2615296,54770688,2615296,32506880,2754560,54770688,2615296,33256448,3364864,54770688,2615296,33256448,3364864,54770688,2615296,34595840,3364864,54770688,2615296
3,867,19444736,8463360,175176192,8463360,168758272,8463360,173880832,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776,172918272,8011776,167795712,8011776
3,187,4768768,2102272,21300224,2102272,38477824,1898496,21300224,2406912,36361216,1898496,21501952,2406912,36869632,2406912,22823424,2589696,36191232,2406912,19431424,1728512,36191232,1728512,20123648,1820672,36191232,1728512,20215808,1820672,36191232,1728512,20765696,2370560,36191232,1728512,21315584,2370560,36191232,1728512,21315584,2370560,38870016,1728512,21315584,1728512,37977088,1728512,20031488,1728512,38870016,1728512
3,220,4800512,2619392,24259584,2033664,44236800,2033664,24259584,2033664,44416000,2033664,24259584,2033664,42577920,2033664,25095168,2033664,42577920,2033664,24074752,2451456,42577920,2033664,24074752,2451456,42577920,2033664,24492544,2451456,42577920,2033664,24815104,2451456,43065344,2033664,24562176,2451456,42577920,2033664,23726592,2033664,43065344,2033664,25441792,2033664,42577920,2033664,25114624,2521088,42577920,2033664
3,478,10623488,4604928,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536,68814848,4417536,92510208,4417536
3,504,11173888,4657152,74737664,4657152,97837056,4657152,74737664,4657152,97542144,4657152,74737664,4657152,97542144,4657152,74737664,4657152,97542144,4657152,75511808,4657152,98316288,5431296,77060096,5431296,97542144,4657152,74737664,5431296,97542144,4657152,74737664,5431296,97542144,4657152,74737664,5431296,97542144,4657152,74737664,4657152,97542144,4657152,74737664,4657152,97542144,4657152,74737664,4657152,97542144,4657152
3,313,8027136,3540992,40802816,3540992,64645120,3540992,38210048,2892800,65799168,2892800,37561856,2892800,65799168,2892800,37561856,2892800,65799168,2892800,37561856,2892800,65799168,2892800,38295040,2892800,65799168,2892800,37561856,2892800,65799168,2892800,37561856,2892800,65799168,2892800,37855744,2892800,65799168,2892800,38900224,2892800,60833792,2892800,38369792,3149824,60833792,2892800,38054400,2892800,60576768,2892800
3,507,12082176,5251072,76049408,4684800,99044352,4684800,76402688,5403648,99044352,4684800,77487104,5403648,99044352,4684800,77487104,4684800,99706880,4684800,77374464,4684800,99044352,4684800,76711936,5347328,99044352,4684800,76049408,4684800,98675712,4684800,75386880,4684800,98122752,4684800,75386880,4684800,98122752,4684800,75386880,4684800,98122752,4684800,75386880,4684800,98122752,4684800,75386880,4684800,98122752,4684800
3,280,6379520,2766848,33157632,2766848,54369280,2766848,33408512,2891776,54494208,2891776,33229312,2587648,54190080,2891776,32012800,2587648,54190080,2587648,32012800,2587648,54190080,2587648,32012800,2587648,54190080,2587648,32012800,2587648,54190080,2587648,32012800,2587648,54190080,2587648,32822784,2587648,54190080,2587648,32822784,2587648,54190080,2587648,32339456,2587648,54190080,2587648,32339456,2587648,54190080,2587648
3,173,4086784,1782784,18830336,1782784,35379200,1782784,19652608,2102272,33984512,2102272,19972096,2102272,33984512,2102272,20541440,2266112,34148352,2266112,20791296,2266112,34148352,2266112,20791296,2266112,34148352,2266112,20791296,2266112,34148352,2266112,20791296,2266112,34148352,2266112,21223424,2450432,34332672,2445312,21712896,2450432,33812480,1930240,18309120,1599488,33812480,1930240,18003968,1599488,33812480,1599488
3,243,5907456,2586624,29878784,2586624,47674368,2586624,30727680,2890752,47674368,2890752,30105088,2245632,47029248,2913280,27502080,2245632,47029248,2522112,27778560,2245632,47305728,2522112,29078016,2245632,48052224,2245632,27502080,2245632,47029248,2245632,26479104,2245632,47121408,2245632,28187136,2245632,47029248,3087360,26479104,2245632,47029248,2245632,26479104,2245632,47029248,2245632,27207168,2245632,47029248,2973696
3,232,5593088,2451456,27218432,2451456,45207552,2451456,26874368,2144256,45342720,2586624,25682432,2144256,44900352,2144256,25121280,2144256,44900352,2144256,24910336,2144256,44900352,2144256,25425408,2144256,44900352,2144256,25425408,2144256,44900352,2144256,25384448,2144256,44900352,2144256,25384448,2144256,44900352,2144256,25384448,2144256,44900352,2144256,25780736,2540544,44900352,2144256,25306624,2144256,45296640,2540544
3,177,4082688,1774592,18506240,1774592,34781184,1774592,18426368,1815552,34443264,1815552,19022336,1983488,34603008,1946624,19329536,2102272,34721792,1983488,19923456,2102272,34721792,2102272,19923456,2438144,35057664,2102272,21602816,2438144,35057664,2438144,21602816,2438144,35057664,2438144,21602816,2438144,35057664,2438144,21602816,2585600,35205120,2438144,20593152,1636352,34255872,1636352,18967040,1636352,34606080,1893376
3,347,8067072,3634176,45179392,3634176,67584000,3634176,45179392,3634176,67584000,3634176,45179392,3634176,67584000,3634176,45179392,3994624,67944448,3634176,46341632,3207168,67156992,4142080,43044352,3207168,67156992,3207168,43044352,3207168,67156992,3207168,43044352,3207168,67156992,3207168,43044352,3207168,67175424,3225600,43044352,3207168,67156992,3207168,43044352,3207168,67156992,3207168,43478528,3207168,67156992,3207168
3,186,4347904,1893376,19966464,2102272,38013952,1945600,20645888,2102272,39154688,2102272,20262912,1719296,38688768,2102272,18731008,1719296,35997696,1719296,18731008,1719296,36384768,2106368,19118080,1719296,36384768,2106368,19892224,1719296,36384768,2106368,19892224,1719296,36384768,2106368,19892224,1719296,36384768,2106368,19892224,1719296,36601856,2323456,19274752,1719296,36384768,2106368,21219840,1719296,36545024,2106368
3,498,10866688,4752896,74787840,5251072,98961408,4841472,73589760,4601856,98961408,4601856,73589760,4601856,98961408,4601856,74306560,5016576,96380928,4601856,74419200,5016576,96380928,4601856,74419200,5016576,96380928,4601856,74108416,4601856,96380928,4601856,73589760,4601856,96380928,4601856,73589760,4601856,96380928,4601856,73589760,4601856,96380928,4601856,73589760,4601856,96501760,4601856,73831424,4601856,96501760,4722688
